[19:48:59] info:  8_Feb_2022_19.48
[19:48:59] info: MQTT connection respone successfull
[19:48:59] info: Subsribe response v2/server/simulated/cmd
[19:48:59] info: Subsribe response v2/server/simulated/cmd
[19:49:06] info: Init pose selected: 0, 0, 0
[19:49:06] info: Got a request to publish to: v2/server/thomas/cmd
[19:49:12] info: Init pose selected: 0, 0, 0
[19:49:12] info: Got a request to publish to: v2/server/thomas/cmd
[19:49:15] info: x: 1000, y: 0, theta: 0
[19:49:21] info: x: 1000, y: 0, theta: 0
[19:49:27] info: x: 1000, y: 0, theta: 0
[19:49:33] info: x: 1000, y: 0, theta: 0
[19:49:39] info: x: 1000, y: 0, theta: 0
[19:49:45] info: x: 1000, y: 0, theta: 0
[19:49:51] info: x: 1000, y: 0, theta: 0
[19:49:57] info: x: 1000, y: 0, theta: 0
[19:50:03] info: x: 1000, y: 0, theta: 0
[19:50:09] info: x: 1000, y: 0, theta: 0
[19:50:15] info: x: 1000, y: 0, theta: 0
[19:50:21] info: x: 1000, y: 0, theta: 0
[19:50:27] info: x: 1000, y: 0, theta: 0
[19:50:33] info: x: 1000, y: 0, theta: 0
[19:50:40] info: x: 1000, y: 0, theta: 0
[19:50:46] info: x: 1000, y: 0, theta: 0
[19:50:52] info: x: 1000, y: 0, theta: 0
[19:50:58] info: x: 1000, y: 0, theta: 0
[19:51:04] info: x: 1000, y: 0, theta: 0
[19:51:10] info: x: 1000, y: 0, theta: 0
[19:51:16] info: x: 1000, y: 0, theta: 0
[19:51:22] info: x: 1000, y: 0, theta: 0
[19:51:28] info: x: 1000, y: 0, theta: 0
[19:51:34] info: x: 1000, y: 0, theta: 0
[19:51:40] info: x: 1000, y: 0, theta: 0
[19:51:46] info: x: 1000, y: 0, theta: 0
[19:51:52] info: x: 1000, y: 0, theta: 0
[19:51:58] info: x: 1000, y: 0, theta: 0
[19:52:04] info: x: 1000, y: 0, theta: 0
[19:52:10] info: x: 1000, y: 0, theta: 0
[19:52:16] info: x: 1000, y: 0, theta: 0
[19:52:22] info: x: 1000, y: 0, theta: 0
[19:52:28] info: x: 1000, y: 0, theta: 0
[19:52:34] info: x: 1000, y: 0, theta: 0
[19:52:40] info: x: 1000, y: 0, theta: 0
[19:52:46] info: x: 1000, y: 0, theta: 0
[19:52:52] info: x: 1000, y: 0, theta: 0
[19:52:58] info: x: 1000, y: 0, theta: 0
[19:53:04] info: x: 1000, y: 0, theta: 0
[19:53:10] info: x: 1000, y: 0, theta: 0
[19:53:16] info: x: 1000, y: 0, theta: 0
[19:53:22] info: x: 1000, y: 0, theta: 0
[19:53:28] info: x: 1000, y: 0, theta: 0
[19:53:34] info: x: 1000, y: 0, theta: 0
[19:53:40] info: x: 1000, y: 0, theta: 0
[19:53:46] info: x: 1000, y: 0, theta: 0
[19:53:52] info: x: 1000, y: 0, theta: 0
[19:53:58] info: x: 1000, y: 0, theta: 0
[19:54:04] info: x: 1000, y: 0, theta: 0
[19:54:10] info: x: 1000, y: 0, theta: 0
[19:54:16] info: x: 1000, y: 0, theta: 0
[19:54:22] info: x: 1000, y: 0, theta: 0
[19:54:28] info: x: 1000, y: 0, theta: 0
[19:54:34] info: x: 1000, y: 0, theta: 0
[19:54:40] info: x: 1000, y: 0, theta: 0
[19:54:46] info: x: 1000, y: 0, theta: 0
[19:54:52] info: x: 1000, y: 0, theta: 0
[19:54:58] info: x: 1000, y: 0, theta: 0
[19:55:04] info: x: 1000, y: 0, theta: 0
[19:55:10] info: x: 1000, y: 0, theta: 0
[19:55:16] info: x: 1000, y: 0, theta: 0
[19:55:22] info: x: 1000, y: 0, theta: 0
[19:55:28] info: x: 1000, y: 0, theta: 0
[19:55:34] info: x: 1000, y: 0, theta: 0
[19:55:40] info: x: 1000, y: 0, theta: 0
[19:55:46] info: x: 1000, y: 0, theta: 0
[19:55:52] info: x: 1000, y: 0, theta: 0
[19:55:59] info: x: 1000, y: 0, theta: 0
[19:56:05] info: x: 1000, y: 0, theta: 0
[19:56:11] info: x: 1000, y: 0, theta: 0
[19:56:17] info: x: 1000, y: 0, theta: 0
[19:56:23] info: x: 1000, y: 0, theta: 0
[19:56:29] info: x: 1000, y: 0, theta: 0
[19:56:35] info: x: 1000, y: 0, theta: 0
[19:56:41] info: x: 1000, y: 0, theta: 0
[19:56:47] info: x: 1000, y: 0, theta: 0
[19:56:53] info: x: 1000, y: 0, theta: 0
[19:56:59] info: x: 1000, y: 0, theta: 0
[19:57:05] info: x: 1000, y: 0, theta: 0
[19:57:11] info: x: 1000, y: 0, theta: 0
[19:57:17] info: x: 1000, y: 0, theta: 0
[19:57:23] info: x: 1000, y: 0, theta: 0
[19:57:29] info: x: 1000, y: 0, theta: 0
[19:57:35] info: x: 1000, y: 0, theta: 0
[19:57:41] info: x: 1000, y: 0, theta: 0
[19:57:47] info: x: 1000, y: 0, theta: 0
[19:57:53] info: x: 1000, y: 0, theta: 0
[19:57:59] info: x: 1000, y: 0, theta: 0
[19:58:05] info: x: 1000, y: 0, theta: 0
[19:58:11] info: x: 1000, y: 0, theta: 0
[19:58:17] info: x: 1000, y: 0, theta: 0
[19:58:23] info: x: 1000, y: 0, theta: 0
[19:58:29] info: x: 1000, y: 0, theta: 0
[19:58:35] info: x: 1000, y: 0, theta: 0
[19:58:41] info: x: 1000, y: 0, theta: 0
[19:58:47] info: x: 1000, y: 0, theta: 0
